"ID","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","Gene.ID","condition"
"A_23_P154338",1.40605554785226e-06,8.30035144578943e-08,-6.66984774198619,7.70466458702114,-2.22867058823529,"EFHD1","EF-hand domain family member D1","80303",TRUE
"A_24_P309912",1.42236654759506e-06,8.42510779041567e-08,-6.66498924459734,7.68987125557641,-3.38276470588235,"SLC12A3","solute carrier family 12 member 3","6559",TRUE
"A_23_P98686",1.45751054374749e-06,8.64697560662006e-08,6.65652510967116,7.66409642666436,2.31935294117647,"PGGHG","protein-glucosylgalactosylhydroxylysine glucosidase","80162",TRUE
"A_24_P920534",1.45938058890999e-06,8.67448947496971e-08,-6.65549073981086,7.66094632953398,-2.48281232494118,"GSTM3","glutathione S-transferase mu 3","2947",TRUE
"A_24_P686247",1.48225338617209e-06,8.82864611741419e-08,-6.6497557010282,7.64347969843687,-2.45401680670588,"OCLN","occludin","100506658",TRUE
"A_32_P229365",1.48735879811987e-06,8.87217966523649e-08,6.64815438139603,7.6386024206141,2.55171895423529,"BID","BH3 interacting domain death agonist","637",TRUE
"A_23_P254522",1.50565862625717e-06,8.99905385185769e-08,-6.64353221581821,7.62452356075731,-2.88951624647059,"COL4A4","collagen type IV alpha 4 chain","1286",TRUE
"A_23_P77908",1.53351355173949e-06,9.228686178184e-08,-6.63533083611776,7.59953995994783,-3.65522794117647,"SLC47A2","solute carrier family 47 member 2","146802",TRUE
"A_23_P158675",1.54521333743617e-06,9.3127305382867e-08,-6.63238041403501,7.59055135876547,-2.82246008405882,"KCNMB2","potassium calcium-activated channel subfamily M regulatory beta subunit 2","10242",TRUE
"A_23_P11843",1.56029134101013e-06,9.42675279282842e-08,-6.62842015917734,7.57848557233432,-2.47211764705882,"LRRN2","leucine rich repeat neuronal 2","10446",TRUE
"A_23_P75915",1.62170619434695e-06,9.86436969795135e-08,-6.61365572578527,7.53349565915167,-2.4669231092353,"RIC3","RIC3 acetylcholine receptor chaperone","79608",TRUE
"A_23_P9869",1.63185810138991e-06,9.93092067702724e-08,-6.61146832758058,7.52682935203236,-2.26408594770588,"CNDP1","carnosine dipeptidase 1","84735",TRUE
"A_23_P11685",1.66002802829481e-06,1.01365321099477e-07,-6.60480230929577,7.50651258903543,-2.27329411764706,"PLA2G4A","phospholipase A2 group IVA","5321",TRUE
"A_23_P213857",1.74618386245961e-06,1.07602070470407e-07,-6.58538468958478,7.44731924476438,-3.81973818864706,"C7","complement component 7","730",TRUE
"A_24_P340659",1.75009708668026e-06,1.07997637739137e-07,6.58419159617064,7.44368159657435,2.01094117647059,"POU5F1P4","POU class 5 homeobox 1 pseudogene 4","645682",TRUE
"A_23_P164057",1.75023217600684e-06,1.08104029483635e-07,-6.58387145214796,7.44270549123667,-2.57176470588235,"MFAP4","microfibrillar associated protein 4","4239",TRUE
"A_23_P32577",1.93007217236087e-06,1.21261078891782e-07,-6.54654208379302,7.32885755479718,-3.61316470588235,"DACH1","dachshund family transcription factor 1","1602",TRUE
"A_23_P210690",2.00525958182983e-06,1.26338785348535e-07,6.53321552410638,7.288198775433,2.01798316994118,"TRIB3","tribbles pseudokinase 3","57761",TRUE
"A_23_P209625",2.06307528043162e-06,1.30630952793275e-07,-6.52236425853147,7.25508630705407,-2.46366666664706,"CYP1B1","cytochrome P450 family 1 subfamily B member 1","1545",TRUE
"A_23_P134139",2.09186527096169e-06,1.32841258897767e-07,6.51691534427287,7.2384571263262,5.81166470588235,"FABP7","fatty acid binding protein 7","2173",TRUE
"A_23_P25720",2.1642405269689e-06,1.38201252545723e-07,-6.50407148528597,7.1992548439399,-2.10125294117647,"SERPINA4","serpin family A member 4","5267",TRUE
"A_24_P120907",2.1770874720889e-06,1.39149687536008e-07,-6.50185106937018,7.19247694782057,-2.32352478994118,"PGM5","phosphoglucomutase 5","5239",TRUE
"A_24_P324581",2.24681893233781e-06,1.44003131171365e-07,6.49072155979382,7.15850067744794,2.26263235294118,"ERV3-2","endogenous retrovirus group 3 member 2","57612",TRUE
"A_23_P340909",2.34474252718465e-06,1.51451690972925e-07,6.47435433189038,7.10852553718788,2.07998300652941,"SKA3","spindle and kinetochore associated complex subunit 3","221150",TRUE
"A_23_P501007",2.37411047350748e-06,1.53627949929892e-07,-6.46972488356943,7.09438820286729,-2.66469934641177,"EFEMP1","EGF containing fibulin like extracellular matrix protein 1","2202",TRUE
"A_32_P72611",2.47606939983963e-06,1.61677371883353e-07,6.45315668357389,7.04378566655879,2.11711764705882,"MAZ","MYC associated zinc finger protein","4150",TRUE
"A_23_P388900",2.49568692626356e-06,1.63119014455866e-07,-6.4502771186657,7.03498983534418,-2.01321323529412,"SLC22A15","solute carrier family 22 member 15","55356",TRUE
"A_23_P110266",2.49568692626356e-06,1.63231681054083e-07,-6.45005315519465,7.03430571017073,-3.67737712417647,"NDNF","neuron derived neurotrophic factor","79625",TRUE
"A_24_P151356",2.50555941190409e-06,1.64067959064017e-07,-6.44839560791478,7.02924246025275,-2.16837973858823,"SGK2","SGK2, serine/threonine kinase 2","10110",TRUE
"A_24_P102053",2.50555941190409e-06,1.64123795820648e-07,-6.44828523918118,7.02890531717649,-2.40852016805882,"OCLN","occludin","100506658",TRUE
"A_32_P66843",2.56611618210445e-06,1.68845282056817e-07,-6.43908658099121,7.0008045942865,-2.71253057894118,"ERICH4","glutamate rich 4","100170765",TRUE
"A_24_P360674",2.60270217842777e-06,1.71711894411833e-07,6.43362701531063,6.98412483273355,2.00750599911765,"CDKN2B","cyclin dependent kinase inhibitor 2B","1030",TRUE
"A_23_P146946",2.60839515053463e-06,1.72317651276569e-07,-6.4324850606821,6.98063585769347,-2.05830147058824,"CST6","cystatin E/M","1474",TRUE
"A_23_P17673",2.61654773968218e-06,1.72933195219303e-07,-6.43132878192099,6.97710306995091,-2.82474640517647,"DNMT3L","DNA methyltransferase 3 like","29947",TRUE
"A_23_P142830",2.73283882792416e-06,1.83110972704607e-07,-6.41278761582532,6.92044749689191,-2.55324519141177,"PLA2R1","phospholipase A2 receptor 1","22925",TRUE
"A_23_P20660",2.74444439019094e-06,1.84050038520952e-07,6.41112940098853,6.9153799526119,2.09841141452941,"DIRAS2","DIRAS family GTPase 2","54769",TRUE
"A_23_P301846",2.7546672988379e-06,1.85302785823939e-07,-6.40893047307754,6.90865982728148,-2.52761437905882,"CALCA","calcitonin related polypeptide alpha","796",TRUE
"A_24_P251969",2.81313480003809e-06,1.89484048828967e-07,-6.40169783773857,6.88655504150636,-2.66346874417647,"FGF1","fibroblast growth factor 1","2246",TRUE
"A_23_P129458",2.93049442649589e-06,1.98509578922879e-07,-6.38661763309888,6.84046030680569,-2.01654411764706,"SDR42E1","short chain dehydrogenase/reductase family 42E, member 1","93517",TRUE
"A_23_P111995",2.9964243386928e-06,2.0359257080947e-07,6.37842525286197,6.81541596257019,2.25582352941177,"LOXL2","lysyl oxidase like 2","4017",TRUE
"A_24_P263330",3.04540042164885e-06,2.07368138599832e-07,-6.37247203121613,6.79721540746088,-2.52397058823529,"WDR72","WD repeat domain 72","256764",TRUE
"A_23_P108082",3.05488513653703e-06,2.08283538634415e-07,6.37104505715564,6.79285260357771,2.7278,"CREB3L3","cAMP responsive element binding protein 3 like 3","84699",TRUE
"A_23_P128728",3.07057951136943e-06,2.09624538087194e-07,-6.36896597321863,6.78649593352844,-2.46438970588235,"ARG2","arginase 2","384",TRUE
"A_23_P22735",3.09476900239525e-06,2.11640035607063e-07,-6.36586615155383,6.77701816355334,-2.175,"BEX2","brain expressed X-linked 2","84707",TRUE
"A_24_P12401",3.21703790539477e-06,2.22083297957572e-07,6.35026509761887,6.72931300246447,2.12650037341176,"VEGFA","vascular endothelial growth factor A","7422",TRUE
"A_23_P35055",3.28835693066182e-06,2.2807064069947e-07,-6.34164982098463,6.70296583892146,-3.93238562094118,"NPHS2","NPHS2, podocin","7827",TRUE
"A_23_P65518",3.48088188775244e-06,2.43983220733986e-07,-6.31981293793846,6.6361745581319,-2.00083333335294,"DACT1","dishevelled binding antagonist of beta catenin 1","51339",TRUE
"A_23_P145096",3.51225505531141e-06,2.46802086215041e-07,6.3160942698036,6.62479909373111,2.76117647058824,"PLA2G7","phospholipase A2 group VII","7941",TRUE
"A_23_P253350",3.53104605474237e-06,2.48641809960976e-07,-6.31369022950551,6.61744488831138,-2.07205042017647,"C8orf4","chromosome 8 open reading frame 4","56892",TRUE
"A_23_P365685",3.56891507730458e-06,2.51623314321403e-07,-6.30983186347262,6.60564141263422,-2.30729411764706,"LIMS3","LIM zinc finger domain containing 3","96626",TRUE
"A_23_P113793",3.79580656259566e-06,2.70299655510444e-07,-6.28666031550641,6.53474668266735,-2.31275735294118,"ZBED2","zinc finger BED-type containing 2","79413",TRUE
"A_24_P367473",3.8112767523807e-06,2.7162549476494e-07,6.28507700727306,6.52990193539517,2.03994117647059,"CCR3","C-C motif chemokine receptor 3","1232",TRUE
"A_23_P95851",3.99301847084053e-06,2.86104858961337e-07,-6.26827411010201,6.4784829871723,-3.06344705882353,"TUBAL3","tubulin alpha like 3","79861",TRUE
"A_24_P162226",4.09101302214899e-06,2.9457026525739e-07,-6.2588414517038,6.44961480605157,-2.01818265635294,"RIMBP2","RIMS binding protein 2","23504",TRUE
"A_23_P341938",4.15724388791179e-06,3.0068423790738e-07,6.25219666340168,6.42927747857594,2.06246666664706,"NOG","noggin","9241",TRUE
"A_23_P121665",4.18779294892072e-06,3.03632849552608e-07,-6.24904038800603,6.41961688090443,-2.41485784311765,"SORCS2","sortilin related VPS10 domain containing receptor 2","57537",TRUE
"A_23_P167468",4.56773206506002e-06,3.36017789391173e-07,-6.21626888561186,6.31929799674307,-2.24028725488235,"PRLR","prolactin receptor","5618",TRUE
"A_23_P16252",4.59315366340975e-06,3.38697459679047e-07,-6.21370087225548,6.31143591737087,-3.01662614382353,"KLK1","kallikrein 1","3816",TRUE
"A_23_P304897",5.01710812691651e-06,3.7647716897372e-07,-6.17951905596164,6.20677452338559,-2.17788235294118,"BDKRB2","bradykinin receptor B2","624",TRUE
"A_32_P190769",5.1072035933293e-06,3.85165892502392e-07,-6.17214564125466,6.18419501141606,-2.24583611111765,"C1QTNF7","C1q and tumor necrosis factor related protein 7","114905",TRUE
"A_23_P74900",5.11994756157844e-06,3.87030567482105e-07,-6.17058500789136,6.17941578314573,-3.3744043417647,"ESRRG","estrogen related receptor gamma","2104",TRUE
"A_24_P332081",5.12869793931118e-06,3.87842884933497e-07,6.16990749941356,6.17734099224056,4.27601470588235,"JAKMIP3","Janus kinase and microtubule interacting protein 3","282973",TRUE
"A_23_P30294",5.17679859381726e-06,3.91937160435486e-07,-6.16651422320501,6.16694936146384,-2.88198235294118,"CDO1","cysteine dioxygenase type 1","1036",TRUE
"A_24_P412156",5.20126892263109e-06,3.94095792243593e-07,-6.16473947219557,6.16151425465697,-2.07093823529412,"CXCL12","C-X-C motif chemokine ligand 12","6387",TRUE
"A_24_P285831",5.45455421984659e-06,4.16977069750611e-07,-6.14650515840381,6.10566941853332,-2.03726365547059,"NDUFB5","NADH:ubiquinone oxidoreductase subunit B5","4711",TRUE
"A_24_P889070",5.91097182169935e-06,4.58127264844337e-07,-6.11610460428562,6.01255301590618,-2.11839705882353,"BACE2","beta-site APP-cleaving enzyme 2","25825",TRUE
"A_23_P361984",6.0046618246569e-06,4.67331466205134e-07,6.10968044289675,5.99287433779963,2.02299852941176,"ST8SIA4","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4","7903",TRUE
"A_23_P210100",6.20401121917659e-06,4.84853750495682e-07,-6.09779391261624,5.95646186689792,-2.09181895423529,"CYP26B1","cytochrome P450 family 26 subfamily B member 1","56603",TRUE
"A_23_P360316",6.21712955897552e-06,4.86427573000614e-07,-6.0967474525335,5.95325612741717,-2.37139052294118,"FUT3","fucosyltransferase 3 (Lewis blood group)","2525",TRUE
"A_23_P425925",6.41970609253412e-06,5.05676007877121e-07,-6.08421665838799,5.91486821360432,-2.04427712417647,"KRT222","keratin 222","125113",TRUE
"A_23_P501722",6.71021570777099e-06,5.31717192680012e-07,6.06800449666513,5.86520016661627,2.13441911764706,"TSPAN32","tetraspanin 32","10077",TRUE
"A_23_P91802",6.8357377063231e-06,5.44880557213236e-07,6.06011000489258,5.84101352538551,2.20384313723529,"TYMP","thymidine phosphorylase","1890",TRUE
"A_24_P254789",6.83757439776183e-06,5.45228077896709e-07,-6.0599041857381,5.84038294290203,-2.04175630252941,"COL14A1","collagen type XIV alpha 1 chain","7373",TRUE
"A_32_P8546",7.05529649627344e-06,5.66324611398618e-07,-6.04764993688229,5.80283816206601,-2.77927478994118,"LINC00473","long intergenic non-protein coding RNA 473","90632",TRUE
"A_23_P105562",7.89581483741557e-06,6.47334558519951e-07,6.00450284944824,5.67063609327275,2.11035294117647,"VWF","von Willebrand factor","7450",TRUE
"A_23_P338919",8.05146182696135e-06,6.61916459978733e-07,-5.99731503767133,5.64861196201774,-2.0755,"SPEG","SPEG complex locus","10290",TRUE
"A_23_P140858",8.19409186699626e-06,6.7798048184777e-07,-5.98957808146617,5.62490504919715,-2.09018594770588,"RBFOX1","RNA binding protein, fox-1 homolog 1","54715",TRUE
"A_24_P156748",8.20074850832348e-06,6.78831067683835e-07,-5.9891735485715,5.62366551086297,-2.36755294117647,"SLC30A2","solute carrier family 30 member 2","7780",TRUE
"A_23_P21485",8.20074850832348e-06,6.79013678773181e-07,-5.98908676619658,5.62339959899628,-2.28502352941176,"PID1","phosphotyrosine interaction domain containing 1","55022",TRUE
"A_23_P30126",8.3614019726269e-06,6.95758755825681e-07,-5.98122678430805,5.59931559518123,-2.34201029411765,"FGFBP1","fibroblast growth factor binding protein 1","9982",TRUE
"A_23_P35871",8.36385915139805e-06,6.96209229909303e-07,5.98101796363228,5.59867574032297,2.14603872547059,"E2F8","E2F transcription factor 8","79733",TRUE
"A_23_P144274",8.51568449379468e-06,7.11351960773484e-07,5.97407608205833,5.57740484887653,2.39669411764706,"JAKMIP1","janus kinase and microtubule interacting protein 1","152789",TRUE
"A_23_P76823",8.65407039402839e-06,7.26475583991912e-07,5.96728919066268,5.5566088405174,2.24595424835294,"ADSSL1","adenylosuccinate synthase like 1","122622",TRUE
"A_23_P349463",8.76493390487572e-06,7.39649255047016e-07,-5.96149173273628,5.53884459686709,-2.70885620917647,"CHP2","calcineurin like EF-hand protein 2","63928",TRUE
"A_23_P18447",9.22223376920566e-06,7.83795920803611e-07,-5.94279122497261,5.48154375880832,-2.14358823529412,"PPARGC1A","PPARG coactivator 1 alpha","10891",TRUE
"A_23_P122216",9.34222672614095e-06,7.95479707150048e-07,5.93801848874743,5.46691955980529,2.31768235294118,"LOX","lysyl oxidase","4015",TRUE
"A_23_P146456",9.39816806463555e-06,8.01655608784138e-07,-5.93552397054069,5.45927609920073,-2.3064705882353,"CTSV","cathepsin V","1515",TRUE
"A_23_P417173",9.45216185683768e-06,8.08953805722406e-07,-5.93260083922746,5.450319346337,-2.00505294117647,"KCNA5","potassium voltage-gated channel subfamily A member 5","3741",TRUE
"A_24_P35537",9.45445007396987e-06,8.09515388120663e-07,-5.9323770054057,5.44963349923686,-3.39170637258823,"RIC3","RIC3 acetylcholine receptor chaperone","79608",TRUE
"A_23_P116280",9.61171285877474e-06,8.28069503010507e-07,-5.92506790824664,5.4272378548677,-2.56941372547059,"WT1","Wilms tumor 1","7490",TRUE
"A_23_P388812",9.89825251388161e-06,8.59742916450744e-07,5.91296162819528,5.39014372636252,2.06581344535294,"CKAP2L","cytoskeleton associated protein 2 like","150468",TRUE
"A_23_P77653",1.03603161943076e-05,9.07495194618745e-07,-5.89552888132808,5.33673038086152,-3.07323529411765,"SLC12A3","solute carrier family 12 member 3","6559",TRUE
"A_24_P179400",1.08630964532043e-05,9.59842983276247e-07,5.87744383080901,5.28132047440126,2.22686421570588,"VEGFA","vascular endothelial growth factor A","7422",TRUE
"A_23_P327380",1.1126841828991e-05,9.88383502663475e-07,-5.86799533432966,5.2523727050715,-2.52176797388235,"TP63","tumor protein p63","8626",TRUE
"A_24_P257022",1.17311502227562e-05,1.05483046740884e-06,-5.8470154617706,5.18809873638991,-2.27280392158824,"TNNT2","troponin T2, cardiac type","7139",TRUE
"A_23_P93213",1.18383106626211e-05,1.06585884282261e-06,-5.8436618585954,5.17782505625605,-2.00470588235294,"SLC22A7","solute carrier family 22 member 7","10864",TRUE
"A_24_P96403",1.18824652175624e-05,1.0708827997709e-06,5.84214562829111,5.17318016362648,2.06725882352941,"RUNX1","runt related transcription factor 1","861",TRUE
"A_23_P170072",1.22249781612513e-05,1.10750434545132e-06,-5.83130370576786,5.13996728046806,-2.34675753970588,"KCNMB2","potassium calcium-activated channel subfamily M regulatory beta subunit 2","10242",TRUE
"A_23_P206724",1.22823522671989e-05,1.11529292823052e-06,-5.82904417947865,5.133045681915,-2.03235637252941,"MT1E","metallothionein 1E","4493",TRUE
"A_23_P48217",1.25616083579631e-05,1.1457599717055e-06,5.82035462049028,5.10642759776651,2.29277450982353,"APOLD1","apolipoprotein L domain containing 1","81575",TRUE
"A_23_P258493",1.27143961226139e-05,1.16268773296095e-06,5.81562601384484,5.09194322873414,2.55623529411765,"LMNB1","lamin B1","4001",TRUE
"A_23_P162589",1.33939192031594e-05,1.23704059938586e-06,-5.79564068798656,5.03072899107049,-2.06270588235294,"VDR","vitamin D (1,25- dihydroxyvitamin D3) receptor","7421",TRUE
"A_23_P7752",1.43364940283135e-05,1.34394247541557e-06,5.76891848582721,4.94888996973785,2.00070588235294,"SEMA6A","semaphorin 6A","57556",TRUE
"A_23_P67198",1.47569378694847e-05,1.3933105053546e-06,-5.75728807195359,4.9132748258553,-2.24770588235294,"CPAMD8","C3 and PZP like, alpha-2-macroglobulin domain containing 8","27151",TRUE
"A_23_P409093",1.49511302079206e-05,1.41428421520891e-06,5.75247120318093,4.89852517114371,2.702948366,"ANO4","anoctamin 4","121601",TRUE
"A_23_P309973",1.52210863857338e-05,1.44523827884491e-06,-5.74549118397391,4.8771525945245,-2.14643305323529,"PPP1R36","protein phosphatase 1 regulatory subunit 36","145376",TRUE
"A_23_P85209",1.52494822032489e-05,1.44878603201641e-06,-5.7447007476836,4.87473236886755,-2.67746218488235,"IL13RA2","interleukin 13 receptor subunit alpha 2","3598",TRUE
"A_23_P360240",1.53393811264062e-05,1.45913167135707e-06,5.74240675239355,4.86770849080689,2.11747058823529,"MYEOV","myeloma overexpressed","26579",TRUE
"A_23_P10385",1.59019987038569e-05,1.5300788622594e-06,5.72710022827184,4.82084503453087,2.29941176470588,"DTL","denticleless E3 ubiquitin protein ligase homolog","51514",TRUE
"A_23_P79562",1.6156184001481e-05,1.56355647775595e-06,-5.72012239120828,4.79948295808291,-3.85987385623529,"FABP1","fatty acid binding protein 1","2168",TRUE
"A_24_P286114",1.7111154045251e-05,1.67195875458333e-06,5.69851107053753,4.7333289787366,2.24813725488235,"SLC1A3","solute carrier family 1 member 3","6507",TRUE
"A_23_P90710",1.80198877281971e-05,1.78407383061096e-06,-5.67758563385412,4.66928580862347,-2.98603186276471,"DES","desmin","1674",TRUE
"A_23_P152262",1.80264251849891e-05,1.78525129707213e-06,-5.67737291486601,4.66863483342897,-2.95309542482353,"DPEP1","dipeptidase 1 (renal)","1800",TRUE
"A_23_P28834",1.80423860165156e-05,1.78760658016235e-06,-5.67694783404723,4.66733397975803,-2.93102777776471,"PHACTR3","phosphatase and actin regulator 3","116154",TRUE
"A_24_P190472",1.8417101967924e-05,1.83044260102403e-06,-5.66931294870328,4.64397017399181,-2.78165294117647,"SLPI","secretory leukocyte peptidase inhibitor","6590",TRUE
"A_23_P356041",1.90976838992089e-05,1.91100419510291e-06,5.65542578695937,4.60147779536504,2.12272712417647,"SPAG9","sperm associated antigen 9","9043",TRUE
"A_32_P464135",1.97557802206658e-05,1.99254574906356e-06,-5.6419530632717,4.56025899884125,-2.13449773576471,"DACH2","dachshund family transcription factor 2","117154",TRUE
"A_23_P214011",2.02053469914926e-05,2.04279984652851e-06,5.6339215085602,4.53568972252095,2.2894705882353,"CDH6","cadherin 6","1004",TRUE
"A_23_P388798",2.03602083613981e-05,2.06009520451819e-06,5.63120297053226,4.52737392433593,2.33553529411765,"SMCR5","Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)","140771",TRUE
"A_23_P80491",2.11491182253835e-05,2.16169144753244e-06,-5.61568009229791,4.47989525780363,-2.41942009805882,"RBP2","retinol binding protein 2","5948",TRUE
"A_24_P255609",2.13502883211186e-05,2.19176022509721e-06,5.61122546328815,4.46627170455207,2.12033986935294,"TRABD2B","TraB domain containing 2B","388630",TRUE
"A_23_P20864",2.30394515237736e-05,2.40844198821964e-06,5.58082218618036,4.37330826898313,2.37910084035294,"ANGPTL2","angiopoietin like 2","23452",TRUE
"A_24_P327181",2.32374858227766e-05,2.43357272634952e-06,-5.5774743117954,4.36307361014588,-2.28001176470588,"WNK4","WNK lysine deficient protein kinase 4","65266",TRUE
"A_23_P306755",2.37888962231705e-05,2.50147961638433e-06,-5.56859767298865,4.33593924010463,-2.95696078429412,"CRYAA","crystallin alpha A","1409",TRUE
"A_23_P20392",2.41348285605491e-05,2.54779397916967e-06,-5.56268049992754,4.31785314439717,-2.02297058823529,"PSD3","pleckstrin and Sec7 domain containing 3","23362",TRUE
"A_24_P375205",2.42321431066596e-05,2.5616307525541e-06,5.56093352016093,4.31251368790948,3.75374194676471,"MKL2","MKL1/myocardin like 2","57496",TRUE
"A_23_P139635",2.44873962436607e-05,2.59509643702304e-06,-5.55674690999534,4.29971825536355,-3.35851428570588,"DAO","D-amino acid oxidase","1610",TRUE
"A_23_P65629",2.6734042841505e-05,2.88953493510577e-06,-5.52207767591588,4.19378724493363,-2.38469334729412,"KCNK10","potassium two pore domain channel subfamily K member 10","54207",TRUE
"A_24_P217489",2.69966863081116e-05,2.92494544067979e-06,-5.51814799087762,4.18178342357067,-2.09764787582353,"GLRB","glycine receptor beta","2743",TRUE
"A_23_P15174",2.70204498178954e-05,2.92871220598108e-06,-5.51773277049773,4.18051510946138,-2.26751176470588,"MT1F","metallothionein 1F","4494",TRUE
"A_23_P155815",2.72724056885086e-05,2.96083444309328e-06,5.51421334910449,4.16976514522736,2.0367777777647,"NCAPG","non-SMC condensin I complex subunit G","64151",TRUE
"A_23_P208880",2.8172359237517e-05,3.07796203783204e-06,5.50169548854932,4.13153424022736,2.12352941176471,"UHRF1","ubiquitin like with PHD and ring finger domains 1","29128",TRUE
"A_23_P139527",2.87607434701167e-05,3.1520245358449e-06,-5.49402311929588,4.10810554228994,-3.30363970588235,"HPD","4-hydroxyphenylpyruvate dioxygenase","3242",TRUE
"A_23_P502879",2.93581324522458e-05,3.23656663974329e-06,-5.48548195612367,4.0820271026201,-2.00256862741176,"LPAR1","lysophosphatidic acid receptor 1","1902",TRUE
"A_32_P73796",2.96662171505695e-05,3.28441794678345e-06,-5.48074571298587,4.0675675931782,-2.30010735294118,"PPM1E","protein phosphatase, Mg2+/Mn2+ dependent 1E","22843",TRUE
"A_32_P90346",3.03771031604272e-05,3.38188527155176e-06,-5.47130783093069,4.03875746369465,-2.63958823529412,"RNF157-AS1","RNF157 antisense RNA 1","100507218",TRUE
"A_32_P152195",3.08658138212344e-05,3.45081941098041e-06,-5.46479523896563,4.01887964971616,-2.3525,"STAC2","SH3 and cysteine rich domain 2","342667",TRUE
"A_23_P8913",3.12232659806444e-05,3.49904827890627e-06,-5.4603154804475,4.0052077070969,-2.04036846405882,"CA2","carbonic anhydrase 2","760",TRUE
"A_24_P136866",3.13483304453108e-05,3.51490780803355e-06,-5.45885580639902,4.00075309215557,-2.40233823529412,"SLC8A1","solute carrier family 8 member A1","6546",TRUE
"A_24_P271149",3.42021590485041e-05,3.90732354092564e-06,5.42468832140515,3.89651283974163,2.16774509805882,"IGLON5","IgLON family member 5","402665",TRUE
"A_23_P370588",3.652139421933e-05,4.22276606495048e-06,-5.39961797523276,3.82006700832517,-2.00634656864706,"HOXB8","homeobox B8","3218",TRUE
"A_23_P137634",3.82054705238505e-05,4.47142676670396e-06,-5.38113759821851,3.76373869892103,-2.00399395423529,"PROX1","prospero homeobox 1","5629",TRUE
"A_23_P258463",3.8724274999399e-05,4.54353588365794e-06,-5.37596980138116,3.74799083307296,-2.85412434641176,"PROM1","prominin 1","8842",TRUE
"A_23_P202532",4.40997368890984e-05,5.32859930408895e-06,-5.32446774835439,3.59113877824861,-2.16146307188235,"PTPN20","protein tyrosine phosphatase, non-receptor type 20","26095",TRUE
"A_23_P161297",5.06000479259669e-05,6.28965828975634e-06,-5.2708499964024,3.42803034078213,-2.28860849670588,"OGDHL","oxoglutarate dehydrogenase-like","55753",TRUE
"A_23_P216712",5.54633680293918e-05,7.04752485107867e-06,-5.23403824801579,3.31616673202233,-2.64184166670588,"TRPM6","transient receptor potential cation channel subfamily M member 6","140803",TRUE
"A_23_P69171",5.57931410114606e-05,7.10419752451946e-06,-5.23144592446872,3.30829304842678,-2.57709558823529,"SUCNR1","succinate receptor 1","56670",TRUE
"A_24_P392723",5.82622183328397e-05,7.49960458529522e-06,5.21391205282851,3.25505108641375,3.43448529411765,"CROCCP3","ciliary rootlet coiled-coil, rootletin pseudogene 3","114819",TRUE
"A_23_P42397",6.21256862828122e-05,8.10422432685075e-06,-5.18880379741369,3.17885221682804,-2.09696463588235,"PRSS35","protease, serine 35","167681",TRUE
"A_23_P144348",6.68349778240055e-05,8.85465490724953e-06,-5.16011250885994,3.09184361133139,-2.28841176470588,"SLIT2","slit guidance ligand 2","9353",TRUE
"A_32_P205241",7.143494488785e-05,9.61794924554831e-06,-5.13330926042305,3.01062494069308,-2.05477338935294,"GJA3","gap junction protein alpha 3","2700",TRUE
"A_23_P41498",7.6868785003116e-05,1.05137541268985e-05,-5.10442692604698,2.92317869692348,-2.19476470588235,"ADH6","alcohol dehydrogenase 6 (class V)","130",TRUE
"A_23_P56736",7.7000241768144e-05,1.05473888438804e-05,5.1033907102028,2.92004280904244,2.21028991594118,"TUBA3D","tubulin alpha 3d","113457",TRUE
"A_32_P133840",7.8241369177937e-05,1.07818346549395e-05,5.09625781801604,2.89845936327886,2.44327205882353,"TMCC2","transmembrane and coiled-coil domain family 2","9911",TRUE
"A_24_P37903",8.14903837229161e-05,1.13540268255882e-05,5.07947626786091,2.84769911282477,2.03650588235294,"LOX","lysyl oxidase","4015",TRUE
"A_23_P315451",8.83484021791426e-05,1.25176261337999e-05,-5.04779638857355,2.7519498798042,-2.65647205882353,"KIRREL2","kin of IRRE like 2 (Drosophila)","84063",TRUE
"A_23_P334857",8.85454682113197e-05,1.25559651228535e-05,-5.04680304124784,2.7489492082027,-2.16375866017647,"ZNF385B","zinc finger protein 385B","151126",TRUE
"A_23_P414793",8.96058715954137e-05,1.27247822831536e-05,5.04246457517732,2.73584488348779,2.89216993464706,"CP","ceruloplasmin (ferroxidase)","1356",TRUE
"A_23_P37914",9.06156887795032e-05,1.29001686479439e-05,-5.0380173781961,2.72241412857555,-2.24125210082353,"SLC5A11","solute carrier family 5 member 11","115584",TRUE
"A_23_P148879",9.48528140716865e-05,1.36149694884943e-05,-5.02049253375532,2.66950808175731,-2.01301470588235,"ATP1A2","ATPase Na+/K+ transporting subunit alpha 2","477",TRUE
"A_23_P374689",9.51866399582532e-05,1.36768849990019e-05,-5.01901777110182,2.66505735527287,-2.56980469182353,"GAD1","glutamate decarboxylase 1","2571",TRUE
"A_23_P204304",9.61426390586874e-05,1.38453544570661e-05,-5.0150382935178,2.65304872278309,-2.91070588235294,"PTPRO","protein tyrosine phosphatase, receptor type O","5800",TRUE
